run_id,drug_id,drug_name,uploaded_at,selected_model,scenario,forecast_month,forecast_rx,type,bass_p,bass_q,bass_m,calibration_factor,blend_weight_analog,blend_weight_bass,market_size_multiplier,market_size_adjustment_pct,peak_penetration,adoption_speed_multiplier,competition_factor,payer_access_factor,promotion_factor,competitive_entry_flag,payer_access_trend,promotional_spend_trend
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,1,738.7,known,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,2,1180.5,known,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,3,1808.9,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,4,2163.3,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,5,2450.9,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,6,2552.8,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,7,2451.6,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,8,2183.9,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,9,1829.1,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,10,1464.2,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
d6dde5df1462,NEWDRUG_001,Zorvatide,2026-08-19T14:00:34+00:00,analog_bass_static,bull,11,1104.8,forecast,0.052364893754451136,0.4043239588893571,16895.255482972312,0.8644739799935249,0.4999986181292487,0.5000013818707514,1.265,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.05,,,
