run_id,drug_id,drug_name,uploaded_at,selected_model,scenario,forecast_month,forecast_rx,type,bass_p,bass_q,bass_m,calibration_factor,blend_weight_analog,blend_weight_bass,market_size_multiplier,market_size_adjustment_pct,peak_penetration,adoption_speed_multiplier,competition_factor,payer_access_factor,promotion_factor,competitive_entry_flag,payer_access_trend,promotional_spend_trend
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,1,738.7,known,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,2,1180.5,known,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,3,2088.4,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,4,2497.6,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,5,2829.7,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,6,2947.4,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,7,2830.5,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,8,2521.5,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,9,2111.8,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,10,1690.4,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,11,1275.6,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,bull,12,958.8,forecast,0.052364893754451136,0.4043239588893571,19506.34042124985,0.9980745041743425,0.4999986181292487,0.5000013818707514,1.4605,,0.301875,1.0230000000000001,0.9,0.9450000000000001,1.2075,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,1,738.7,known,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,2,1180.5,known,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,3,1698.4,forecast,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,4,2044.4,forecast,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,5,2354.9,forecast,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,6,2507.5,forecast,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,7,2466.0,forecast,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,8,2245.9,forecast,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,9,1916.1,forecast,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
0da0dbc849e8,NEWDRUG_001,Zorvatide,2026-08-19T13:53:20+00:00,analog_bass_static,base,10,1555.5,forecast,0.04760444886768284,0.367567235353961,16962.035148912913,0.8678908731950805,0.4999986181292487,0.5000013818707514,1.27,,0.2625,0.93,0.9,0.9,1.15,,,
