run_id,drug_id,drug_name,uploaded_at,selected_model,scenario,forecast_month,forecast_rx,type,bass_p,bass_q,bass_m,calibration_factor,blend_weight_analog,blend_weight_bass,market_size_multiplier,market_size_adjustment_pct,peak_penetration,adoption_speed_multiplier,competition_factor,payer_access_factor,promotion_factor,competitive_entry_flag,payer_access_trend,promotional_spend_trend
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,1,738.7,known,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,2,1180.5,known,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,3,1938.1,forecast,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,4,2268.6,forecast,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,5,2462.2,forecast,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,6,2439.0,forecast,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,7,2239.0,forecast,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,8,1929.6,forecast,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,9,1583.8,forecast,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
83c7ff6ec374,NEWDRUG_001,Zorvatide,2026-08-19T13:47:05+00:00,analog_bass_static,bull,10,1255.7,forecast,0.06142509531313915,0.47428030368253027,16027.119825744485,0.8200543683733044,0.4999986181292487,0.5000013818707514,1.2,,0.35,1.2,1.1,1.1,1.15,,,
