drug_id,model,split,MAE,RMSE,MAPE,sMAPE,MASE,R2
ANL_001,Naive,validation,18324.25806451613,21333.82321799762,40.98458682389418,54.22806335981273,16.14827765103867,-2.813308449339094
ANL_001,Naive,training,907.8,1253.715358444651,4.363134728879872,4.555151913502935,0.7999999999999999,0.4120586035583219
ANL_001,ARIMA,validation,18359.571000213553,21364.468100764057,41.07842471921149,54.37357604846878,16.179397224246355,-2.824271540161104
ANL_001,ARIMA,training,3991.3280373341186,7967.394261730472,22.01175508622232,42.060537407982046,3.517363328780893,-22.74481357782272
ANL_001,Analog-Only,validation,19431.38069476378,22199.171825055728,44.160812860366335,35.22790535859184,17.12393099340276,-3.1289354861245426
ANL_001,Analog-Only,training,330.1136360571363,412.9275227282661,1.5762208609317392,1.5834017756380652,0.2909130963270644,0.936220103709417
ANL_001,Bass-Only,validation,34536.01423390489,38680.3976522106,79.23734869103421,145.81160387758544,30.434910098175713,-11.535637129855965
ANL_001,Bass-Only,training,266.66966609322117,311.24379475069287,1.2908841800473778,1.2897553329972218,0.23500301043685495,0.9637642253075315
ANL_001,Analog+Bass (Static),validation,34535.69254755873,38680.03571916515,79.23661315366482,145.80906490149715,30.43462661164021,-11.535402538674292
ANL_001,Analog+Bass (Static),training,266.6700442739064,311.24382489693346,1.2908858808996657,1.2897570631487665,0.23500334370910456,0.963764218288131
ANL_001,Analog+Bass (Adaptive),validation,18540.78401355539,20699.127094952935,42.66417827217159,56.267721462565525,16.339091441776063,-2.589786450924042
ANL_001,Analog+Bass (Adaptive),training,285.47396786101746,322.48717829879354,1.3754557643259575,1.3760801744610844,0.25157432726240797,0.9610989743578618
ANL_002,Naive,validation,80992.58064516129,94719.84369469994,39.24803494197559,51.574159137833306,15.506908030856076,-2.7047037161370304
ANL_002,Naive,training,4178.4,6105.535357362202,4.2653857826800605,4.458626700979859,0.7999999999999999,0.48645023003933074
ANL_002,ARIMA,validation,80935.84305686825,94668.11617099227,39.21646871818558,51.52466809304751,15.496045004186914,-2.700658464058332
ANL_002,ARIMA,training,20103.201591408826,37818.95249925127,23.393571795369166,43.56077904268831,3.848975989165006,-18.70398322936288
ANL_002,Analog-Only,validation,75301.50023582955,89503.0643114023,36.625002818487644,29.912185707654075,14.417288959569126,-2.3078617068347826
ANL_002,Analog-Only,training,2632.4862634432416,3017.902756198085,2.7126443211898144,2.7145212304205053,0.5040180477586141,0.8745283754133981
ANL_002,Bass-Only,validation,38491.840978569286,57071.06623752525,17.44180232055669,20.493646969590866,7.369680447744455,-0.3449418523909855
ANL_002,Bass-Only,training,1965.2114649820026,2290.769232481889,2.0573662405961066,2.0603954776529148,0.3762610501592959,0.9277067547523796
ANL_002,Analog+Bass (Static),validation,38491.334764922576,57070.28788452014,17.441596230055993,20.493333858597744,7.369583527651269,-0.3449051671680534
ANL_002,Analog+Bass (Static),training,1965.214729099415,2290.7723564617704,2.0573693286126287,2.0603985873502197,0.376261675109978,0.927706557575995
ANL_002,Analog+Bass (Adaptive),validation,37425.254779716655,55434.794020299894,17.007572059890414,19.83866168842797,7.1654709515061565,-0.26892633833805246
ANL_002,Analog+Bass (Adaptive),training,1972.0889219719072,2297.3920616790174,2.0638726550826005,2.0669467739468517,0.37757781389467876,0.9272881373587261
ANL_003,Naive,validation,403839.51612903224,470190.8603099384,71.5859287238638,118.128909068989,34.16505709515723,-2.812168723112037
ANL_003,Naive,training,9456.2,10775.472620725273,11.831225681030658,12.776732896587692,0.8,0.5822043534560757
ANL_003,ARIMA,validation,397604.1874331624,464777.8167445663,69.85974054478392,114.42999668556058,33.63754467402656,-2.7248992544182706
ANL_003,ARIMA,training,17510.37082780698,24903.20371663496,28.635124001184582,48.94311534823673,1.4813875195369792,-1.2315246952366836
ANL_003,Analog-Only,validation,215581.44463310868,257227.09138880952,37.588766018229755,47.428829744903695,18.238315148419762,-0.14092517170472108
ANL_003,Analog-Only,training,6590.991105850882,7792.773363707839,9.281585206050629,9.059101419044412,0.5576016671264045,0.7814879725749571
ANL_003,Bass-Only,validation,341157.26535322075,452899.0703609765,50.69133725128003,84.26211495218156,28.862102354283603,-2.5369311543969464
ANL_003,Bass-Only,training,431.57942940337233,482.0823312643489,0.5727909542650133,0.572931254034127,0.036511869833833664,0.9991637547117184
ANL_003,Analog+Bass (Static),validation,340666.79524467717,452126.21982317994,50.63785160428162,84.054708196628,28.820608298866535,-2.5248702471709628
ANL_003,Analog+Bass (Static),training,425.97307654623876,481.12926113713024,0.5570504609906782,0.5571418675605616,0.03603756913316036,0.9991670579341028
ANL_003,Analog+Bass (Adaptive),validation,337651.65043022734,447376.479589051,50.3090507897455,82.79387829621172,28.56552530024554,-2.451199329865617
ANL_003,Analog+Bass (Adaptive),training,410.96333207720016,515.9244552462683,0.49172338939565496,0.49189571084218076,0.0347677360527231,0.9990422250297181
ANL_004,Naive,validation,58089.58064516129,65823.65696435659,45.60906483509868,61.663568210984906,17.72915630861019,-3.5210348599151864
ANL_004,Naive,training,2621.2,3983.3066665774054,4.373937652151093,4.540808071976768,0.7999999999999999,-0.1726562389694397
ANL_004,ARIMA,validation,58022.757452129306,65764.7281536349,45.547311272689306,61.562720814702764,17.708761621281646,-3.512943545529401
ANL_004,ARIMA,training,13253.390320947592,24482.17700440903,24.038471529613602,44.20935823223921,4.044984074758917,-43.29791641054686
ANL_004,Analog-Only,validation,153806.1926457808,174635.89923559758,120.48912168765185,71.99569710661532,46.94222269060913,-30.822983372467476
ANL_004,Analog-Only,training,5189.323405975437,6208.140799471989,8.993915076503715,8.87225541353349,1.583800825873779,-1.8484352288921673
ANL_004,Bass-Only,validation,104457.23112984422,114333.03065186401,84.05723828933185,157.01903696320417,31.880735885806263,-12.640091179625667
