MASE,MAE,RMSE,MAPE,sMAPE,R2,Bias,seed,drug_id,cutoff_month,horizon,p,q,m,fallback,start_config
0.5672657341532555,3685.9792873810243,4441.951500111542,4.983634716887377,4.895600860570435,0.40856336379124514,1881.9633819743055,93400,ANL_001,6,6,0.0013487430802305229,0.06076936632926803,32520099.99988378,False,"(0.02, 0.2)"
1.5676420403000744,8968.676067811763,10963.56637622036,9.965374424691426,10.716628181952869,-1.1397601574485434,-8692.219471315906,93400,ANL_001,9,6,0.019358842963302574,0.10012127694030235,2184869.3980335235,False,"(0.05, 0.2)"
1.1686962512596242,7199.487643100537,8706.830310160742,6.912254207264758,7.2722153612092875,0.001706690776405173,-7067.39878093989,93400,ANL_001,12,6,0.011392376179540628,0.07904166113937983,3812454.920633016,False,"(0.001, 0.05)"
1.112327486784891,6025.543426942389,7820.72130683085,4.864777242151861,4.677439557035782,-2.4478440563558257,6025.543426942389,93400,ANL_001,18,6,0.003350760985962972,0.05794611895988663,13438924.67800417,False,"(0.01, 0.1)"
1.3919813108282606,8020.596312992438,9433.57506657956,7.156551348451372,7.487548803479045,0.46255276598812234,-7048.6697065742455,93400,ANL_002,6,6,0.014523810215121098,0.1044637914350705,3535141.3211690006,False,"(0.05, 0.5)"
1.7950328881142792,12716.237358512568,14251.596033485805,9.892232588879157,9.334756344352778,0.5394561432123526,12603.187097598204,93400,ANL_002,9,6,0.0007100643500226072,0.08593207973453008,71201099.99999432,False,"(0.001, 0.05)"
2.4011462173634626,18510.65447567469,21311.715628010617,10.607857339537158,11.376604100538575,-0.2617238015954475,-18510.65447567469,93400,ANL_002,12,6,0.00815133695809033,0.09570443838430251,6274322.816037117,False,"(0.01, 0.3)"
0.5440028685727727,5475.420872353697,7901.650537630944,2.449164118177745,2.3917141509262576,0.8542546086514426,4488.099468745427,93400,ANL_002,18,6,0.0031574336393143812,0.08455266227793351,16296600.591306088,False,"(0.05, 0.5)"
0.9243451645954812,1987.7118419461228,2638.438355148476,4.812104584241796,4.981607081854015,0.8852109156792183,-1987.7118419461228,93400,ANL_003,6,6,0.004538875186713246,0.1340436290480577,2487819.566730166,False,"(0.01, 0.3)"
0.37883924228180565,1032.052805786209,1317.9362447038734,2.0619281970033314,2.0336686515432687,0.9846301031060843,621.3738066495947,93400,ANL_003,9,6,0.0017587531676653667,0.13196958916078913,6371309.148975703,False,"(0.001, 0.05)"
2.057445486855294,7210.41122893378,9479.963002839651,9.173242371748303,8.541380286815386,0.106867128240143,7210.41122893378,93400,ANL_003,12,6,0.0003409826610190545,0.12466986579544136,33500099.99998505,False,"(0.02, 0.2)"
3.0529344800486538,13329.830277417139,15815.487677931229,10.894805909290012,11.71892943803146,-0.31787324007176876,-13329.830277417139,93400,ANL_003,18,6,0.0037057363531835326,0.14410373407694127,2892285.1399324858,False,"(0.01, 0.3)"
0.9593907996380218,5536.452426551096,7469.198345386929,3.837388433859365,3.975921855246097,-0.21690088621242776,-5169.295170299275,93400,ANL_004,6,6,0.0014521192079896394,0.04047450738716313,66642299.996759064,False,"(0.001, 0.05)"
1.0640760774303308,6704.078316340121,8107.889894009126,4.042511668820719,4.134496923625438,0.511707681590474,-3968.4927020117807,93400,ANL_004,9,6,0.010977033778406219,0.06380681349042581,8561484.184290908,False,"(0.05, 0.2)"
3.3113003659526012,23125.218673894982,25740.7346632758,12.261379012386715,13.226560008935731,-3.4815442307663664,-23125.218673894982,93400,ANL_004,12,6,0.015904159621986172,0.07670233641731974,5802375.409664622,False,"(0.05, 0.5)"
1.1149675832161967,11863.845362376154,15227.165263905177,4.9636002017062095,5.162627182004883,0.14800308555446706,-11863.845362376154,93400,ANL_004,18,6,0.006307074634836347,0.05559241325124866,14978170.039290227,False,"(0.05, 0.2)"
1.657293961921342,8162.17276246261,10325.690573759124,6.2890074872390445,6.599650124369731,0.27518179686847577,-7236.844015532103,93400,ANL_005,6,6,0.018020552591048487,0.08510139592538472,3976978.1912639635,False,"(0.005, 0.1)"
6.7395012762903095,30574.589977550524,33143.558217462145,20.651477527408154,23.375556217007954,-7.1093901138559765,-30574.589977550524,93400,ANL_005,9,6,0.023249202466587123,0.099842517768179,3030358.635624026,False,"(0.02, 0.2)"
1.1410482211261777,6276.906264415103,7139.01204799068,3.8549209902051906,3.7820655266558902,0.33728825770426785,3320.07079775726,93400,ANL_005,12,6,0.001957668658246339,0.056320279859681015,37295861.6772973,False,"(0.05, 0.5)"
2.4793867667159786,16177.561113980575,21187.692045607226,7.265948484472418,7.723790253360739,-0.03717293410485878,-14828.340107075952,93400,ANL_005,18,6,0.007242687662303581,0.07080092148720928,9782093.799641587,False,"(0.05, 0.2)"
0.8076309378377623,4440.19337004445,4842.2049170039145,2.6188517918710974,2.602713834479375,0.8742556243240086,850.5084530011178,93400,ANL_006,6,6,0.0014272779985283733,0.04524744097353448,78668699.99974622,False,"(0.05, 0.5)"
1.2868289563775726,7812.660301407338,9030.95180997366,3.9414761214294445,4.027405011951988,0.6648589758566927,-5928.3877332479415,93400,ANL_006,9,6,0.0008948626533207303,0.043280238908592804,125664699.99996375,False,"(0.001, 0.05)"
1.2773752789128328,8427.657590165449,9917.006953161314,3.8526644600097923,3.9602539511124517,0.09846619200362183,-8427.657590165449,93400,ANL_006,12,6,0.004212397287356952,0.05016360161840798,26458766.677535687,False,"(0.01, 0.3)"
0.6068783431750855,4609.954990936157,6062.331636705334,1.7520917357089785,1.7515200053013853,0.7153808862120292,897.7393712018529,93400,ANL_006,18,6,0.005152079909120991,0.05602983909599779,21172385.745364793,False,"(0.005, 0.1)"
10.055817919641266,42063.486357859416,49285.955987380235,40.76380564032011,55.142594298012604,-8.223180843163368,-42063.486357859416,93400,ANL_007,6,6,0.04660215604682854,0.20820057471904965,858562.6103747116,False,"(0.02, 0.2)"
4.925223613426001,24020.315562678607,25624.094598298558,18.840248499279966,20.953624937113037,-1.7555036870261271,-24020.315562678607,93400,ANL_007,9,6,0.011508809157519178,0.0951508592909842,3882861.3653729972,False,"(0.02, 0.2)"
0.8041144632993207,5380.4760765654455,6115.7655160749955,3.375986449942065,3.3144727834924663,0.895131676278765,4570.5351235483495,93400,ANL_007,12,6,0.0004628039237997931,0.084883226554846,92673499.99999999,False,"(0.01, 0.3)"
3.781391713389521,30398.38554913169,32679.01263503321,14.832920291366333,13.704285924507738,-5.167201735983505,30398.38554913169,93400,ANL_007,18,6,0.002264675530925032,0.08934457092689106,18862784.815853402,False,"(0.005, 0.1)"
2.608040970391545,10160.927620645458,12028.063328830862,5.663322052652923,5.889076076337921,0.28279510878167335,-10105.429005191254,93400,ANL_008,6,6,0.0015044044899275293,0.030633779448706946,81438999.9863077,False,"(0.02, 0.2)"
2.016457111203402,10939.279828278455,13512.172368487198,5.39789520926495,5.61853820526179,0.13801229348755406,-10652.801446581521,93400,ANL_008,9,6,0.0009293459469591475,0.03607283136822298,129126599.99996433,False,"(0.01, 0.3)"
2.5859520991545932,15688.971385570918,16575.82323182652,7.072451428246771,7.118304675276553,-0.09344215220025043,-4277.565607432087,93400,ANL_008,12,6,0.0006381543899401435,0.040492156390892424,184100799.99999997,False,"(0.02, 0.2)"
1.4703606169169228,15663.838143816974,18355.622692419896,5.543533442986962,5.755264768205092,-0.31243378720479464,-15663.838143816974,93400,ANL_008,18,6,0.006050347896229386,0.054632241190105915,18822624.99021249,False,"(0.05, 0.5)"
1.8748995150830816,22923.646411114805,28772.658906165016,11.0092337483192,11.982134497297125,-3.170929439037489,-22923.646411114805,93400,ANL_009,6,6,0.03281591801774519,0.10688689563423279,3931242.5705116405,False,"(0.005, 0.1)"
1.910531835786857,20538.933684147134,25728.120125597678,8.68234164836747,9.223255750364947,-0.24238740047654317,-15572.514793504868,93400,ANL_009,9,6,0.019576762899318784,0.08199357786675722,6664818.430651919,False,"(0.02, 0.2)"
1.5288897544281794,17337.74880519323,18088.491261104326,6.725176395337069,6.9445512383028625,0.21893053201113932,-14359.949631866699,93400,ANL_009,12,6,0.007969456504639347,0.05283242605342435,17029051.71045654,False,"(0.01, 0.3)"
1.2804379230793201,15687.699473934344,17624.54425957295,5.029601112607152,4.904948352018401,-1.2862217586513989,9674.815999665472,93400,ANL_009,18,6,0.00037217469411479105,0.040528153979603396,366516099.99991626,False,"(0.005, 0.1)"
0.6501115125926358,3254.7182766437713,4628.585703508832,3.6452145368039006,3.563306173792121,0.8646062334422335,843.9556661279252,93400,ANL_010,6,6,0.0011901675473725674,0.09438520751943165,30857099.999999993,False,"(0.05, 0.2)"
1.8637465851957509,10236.162182541362,11572.31706603004,9.141332518228444,8.665362446602126,0.2864632131700058,9371.18498206853,93400,ANL_010,9,6,0.0006721651031173688,0.09578411160397282,54135099.99994144,False,"(0.05, 0.2)"
1.2798021776428068,9157.449963644334,12957.037974352508,5.706648555305969,6.027261053969072,0.6530754548917921,-8482.548955189974,93400,ANL_010,12,6,0.006277501433042383,0.10868314771118741,5732854.080381841,False,"(0.005, 0.1)"
2.3826267495409543,19969.495560476134,25792.600160944265,9.09363734552553,8.492852466138205,-0.640623235010467,19969.495560476134,93400,ANL_010,18,6,0.00022931520633873064,0.08412578357973527,168031899.98214582,False,"(0.01, 0.1)"
3.61157867776533,49629.591874115606,65159.7686519684,21.120381805850297,24.919023754328208,-0.3117822467411351,-49629.591874115606,93400,ANL_011,6,6,0.010621318329250399,0.2840012919197358,2183739.41369917,False,"(0.001, 0.05)"
5.130963951345184,101959.30878866192,124281.90282584014,30.899471359865988,25.922991387761705,-2.654898375622989,101959.30878866192,93400,ANL_011,9,6,0.0008891784515365473,0.22446862909124196,29140976.17714597,False,"(0.02, 0.2)"
0.6106778279808512,14739.986250139986,16392.128933282696,3.792316987275173,3.7104285173170513,0.8806793099695334,10885.345253542939,93400,ANL_011,12,6,0.0034053925703137343,0.2282087484649642,7854649.6219227165,False,"(0.02, 0.2)"
4.818364562477373,116940.29076527804,133498.84741503338,23.854875011602104,28.306521916606087,-150.15732939396185,-116940.29076527804,93400,ANL_011,18,6,0.0035385768493114427,0.2290194703073033,7534590.119586503,False,"(0.005, 0.1)"
1.3431262598505052,9269.720194984247,12875.34405455121,7.442993113296857,7.0212955750092805,0.7712228013222718,9269.720194984247,93400,ANL_012,6,6,0.0008593201705817809,0.1794943269654905,25075931.6005705,False,"(0.005, 0.1)"
1.6518432741668159,14450.531442820577,16925.65041792126,8.366387568345806,8.819695013903207,0.6880092939643002,-14450.531442820577,93400,ANL_012,9,6,0.005803229675415332,0.19598199826779894,3634013.8417271487,False,"(0.05, 0.5)"
2.640377743861503,29432.770779504877,40831.808222313164,11.044262724372073,12.220659929773577,0.20193612452120924,-29432.770779504877,93400,ANL_012,12,6,0.004843407150699857,0.19646519252870662,4290204.08731341,False,"(0.05, 0.2)"
1.7247985002121657,27264.701562736154,30724.10239337148,7.457900189546363,7.133446556129449,-0.216439781119536,27264.701562736154,93400,ANL_012,18,6,0.0022567147024989214,0.15963504934943254,10993130.859379306,False,"(0.001, 0.05)"
1.3759898142376632,10931.963876155387,14420.183926251568,8.589298844125375,8.0992210177332,0.7882268472576126,10931.963876155387,93400,ANL_013,6,6,0.0007969280297810247,0.19702174667022607,23869799.99994011,False,"(0.05, 0.2)"
1.3990806903132704,13463.70325305718,18984.609865896677,7.144117997788705,7.559754344699248,0.7295462351477946,-13463.70325305718,93400,ANL_013,9,6,0.004898207025559042,0.20980597796231545,3824608.220053883,False,"(0.005, 0.1)"
1.4139877209165312,17733.976907058604,21655.333009610662,7.178956700412158,7.402351117564801,0.7366944757312059,-10270.958961892286,93400,ANL_013,12,6,0.003954507684085581,0.2109530477132323,4639648.78517409,False,"(0.005, 0.1)"
2.119289944767634,34060.85399996222,42082.61422416277,9.185859699624165,9.847352796987476,-1.0287463663511245,-32397.392501914495,93400,ANL_013,18,6,0.0031047971423520987,0.18513782294447306,6850994.086876289,False,"(0.05, 0.2)"
3.4409316588317975,3493.922006377807,4048.4493251840904,8.135848511741147,8.573478012863594,-0.4407314422174413,-3493.922006377807,93400,ANL_014,6,6,0.0015155792205031931,0.02856101912564502,19429399.999999996,False,"(0.05, 0.2)"
1.1925481125302295,1500.5236625911614,2066.2651554286995,3.172080266275934,3.2636442030283686,0.5599047819637376,-1009.0174802873953,93400,ANL_014,9,6,0.000917895520084367,0.038436987297126364,31062199.99999994,False,"(0.01, 0.3)"
0.8142066535216299,1490.960420171472,1827.411019220644,2.972071046016933,2.911446597365236,0.7068358228142904,1211.1257818903239,93400,ANL_014,12,6,0.000635394573480819,0.0411189875324473,44291599.99998276,False,"(0.01, 0.1)"
1.0489858235164977,2203.5489849175087,2610.107853064551,3.356077365706065,3.4189215841203073,0.612904975963793,-1374.910894731501,93400,ANL_014,18,6,0.0022949960491261607,0.04242986327163307,12336046.516309028,False,"(0.05, 0.5)"
6.978669007219041,25502.848019981266,27726.969662580595,24.754920779904396,28.955721032978104,-41.69682634814257,-25502.848019981266,93400,ANL_015,6,6,0.046199552925140906,0.12963316763743285,1430938.0549689454,False,"(0.05, 0.2)"
1.50900494583136,7228.133690532214,7727.6853970064,6.501281992216716,6.271315809965062,0.13613563354508262,7228.133690532214,93400,ANL_015,9,6,0.0008866726924499283,0.045018968384277325,77742099.99999997,False,"(0.01, 0.1)"
2.752048781406757,12253.372106087156,13566.739591755404,9.564727461514773,10.134326390953936,-2.497070050415273,-12253.372106087156,93400,ANL_015,12,6,0.014894598863518137,0.06745751209999971,4578139.119886604,False,"(0.05, 0.2)"
0.8490772592370567,4260.32006680363,5465.915437567,2.797089565617587,2.7893480122379857,0.7358305203938695,114.21064210518186,93400,ANL_015,18,6,0.0032566373566455084,0.042821599668766024,21612436.41130471,False,"(0.001, 0.05)"
2.0622369319397715,17063.360822256058,21535.67408969493,9.360774535583973,10.027053026480875,-0.2611925693275843,-14222.033523548322,93400,ANL_016,6,6,0.025213459188562333,0.11979128515783194,3625218.933616543,False,"(0.001, 0.05)"
2.157776187866838,18774.540888605872,21325.55607484956,8.730879093730255,9.19088503051257,0.16264091294339322,-16611.458268751536,93400,ANL_016,9,6,0.011051675634810467,0.08048922773742902,8650424.52939506,False,"(0.001, 0.05)"
1.0149078789808943,11439.118968346296,13363.984891385851,4.628138441726896,4.777434448688438,0.5807906119734673,-11439.118968346296,93400,ANL_016,12,6,0.004913493278976133,0.0683770003569168,19669055.81686432,False,"(0.02, 0.2)"
1.3259082101536313,16281.60685848241,20244.77469683048,5.379268497826811,5.176716309518661,0.46434624149713644,12586.541143380417,93400,ANL_016,18,6,0.0030213760854573275,0.06670581454573773,31754454.00012606,False,"(0.005, 0.1)"
4.858172352357241,21476.03670083042,26975.62912458744,28.052070259307104,34.974574953816195,-1.8172794036360385,-21476.03670083042,93400,ANL_017,6,6,0.019450317239409414,0.24929062534259036,658333.1200145351,False,"(0.02, 0.2)"
1.7874009754182263,10460.093933269387,13045.45398781883,9.994739843725782,9.336967221887258,0.576235222091726,10460.093933269387,93400,ANL_017,9,6,0.001438392478580012,0.16604989706809925,10105376.119965767,False,"(0.02, 0.2)"
1.0922949815966703,7431.975054783744,8672.62761283899,5.45188451880043,5.517460624419582,0.8819551991654139,-4418.695652116713,93400,ANL_017,12,6,0.003881388733367557,0.17659471014498226,3671167.8809412178,False,"(0.01, 0.3)"
0.9034243652361663,8273.87919249113,9600.581971335372,3.7205606706063836,3.7956221606899625,0.7888092909516717,-6534.879412840489,93400,ANL_017,18,6,0.002830703651857782,0.16184324836962827,5397109.145927767,False,"(0.05, 0.5)"
0.43280530238761533,1709.4943833706031,2165.0550238030587,2.4540763552776332,2.4989081938220132,0.4039258285356754,-1222.3067005178284,93400,ANL_018,6,6,0.02571461936829158,0.09718765234525739,1745455.6726768627,False,"(0.01, 0.1)"
1.3783946291240416,4893.817831376269,5486.91086016443,6.354152866455378,6.4401446849102655,0.28271637140152495,-1932.7593885227227,93400,ANL_018,9,6,0.01713899039312714,0.07589788178019134,2675225.4468673514,False,"(0.02, 0.2)"
7.923377728364247,24721.658819562665,26971.579455874038,27.03898260586337,32.008090109232455,-12.19207327347445,-24721.658819562665,93400,ANL_018,12,6,0.024777669406682773,0.09918756104778673,1790995.9920102563,False,"(0.001, 0.05)"
1.2754245310786174,5270.20421236168,6668.988962660943,4.936086655525269,4.748592715520444,-0.48389407122286365,5270.20421236168,93400,ANL_018,18,6,0.0003722111623270826,0.04050315488038603,127289999.99999663,False,"(0.01, 0.3)"
0.9450769702476942,4253.980458478921,5201.060548623476,4.418221009933643,4.279480280324797,0.7637113634419708,3556.235437094309,93400,ANL_019,6,6,0.0012581658700580288,0.07955747195377831,37523299.99994669,False,"(0.01, 0.1)"
4.157649871143983,19785.736030540324,22285.663428704032,16.53249884103406,18.370693581631844,-3.0026823432596066,-19785.736030540324,93400,ANL_019,9,6,0.019226877808165333,0.122731752995321,2351228.9947389197,False,"(0.05, 0.5)"
0.4727470127092829,2802.5302453429395,3137.8434966601985,2.0851810652313607,2.077424761956435,0.9453927427736136,85.88714887894214,93400,ANL_019,12,6,0.0047979435741373816,0.08187077959586662,9954622.293009492,False,"(0.05, 0.5)"
1.9240558166429083,12327.538796985033,13972.254062541875,6.163041974694839,6.397490430765389,0.3466612731228754,-12327.538796985033,93400,ANL_019,18,6,0.004659603437541593,0.08126737292348621,10266920.039526522,False,"(0.001, 0.05)"
4.232693880019106,38410.00388362138,42851.14949500043,18.038810372863956,20.219063034760406,-5.606141082682431,-38410.00388362138,93400,ANL_020,6,6,0.03199955852083797,0.08559409714504641,4205945.240159975,False,"(0.001, 0.05)"
0.8500469536984504,8652.521685827314,12235.766883593371,3.4447378866036957,3.553666346561694,0.6924441318748022,-8652.521685827314,93400,ANL_020,9,6,0.0008943052385669017,0.04339684053770411,150649499.99998006,False,"(0.005, 0.1)"
1.1051215627034607,12122.480283680698,15313.096730220683,4.527217584198113,4.439453365212082,0.18420374765406078,5858.724121736105,93400,ANL_020,12,6,0.0006116852842478107,0.04654955061184534,216812799.99998048,False,"(0.01, 0.1)"
1.128551586522241,11796.616963142102,13638.098046151787,3.610187799134637,3.6936699798967,0.36487568843983564,-10435.143246547921,93400,ANL_020,18,6,0.007277184421698343,0.06233623654617827,17693199.34309929,False,"(0.02, 0.2)"
0.7461113944616156,6384.0275355713675,7575.854046322656,4.5318480153847185,4.652847432535775,0.9528022317629602,-5806.883368216285,93400,ANL_021,6,6,0.0046772989659089265,0.20455384088891185,4682079.941600203,False,"(0.001, 0.05)"
0.8024246523953573,9003.10429679436,11774.58621248226,4.140752985148851,4.022504825636979,0.9301600369535399,6907.185647408764,93400,ANL_021,9,6,0.0027378581417603033,0.19898141160613364,8014293.256612128,False,"(0.05, 0.5)"
2.332679468467682,32611.70721625764,41184.743917443775,10.507819799208152,11.384987692167082,0.23415277519772604,-32611.70721625764,93400,ANL_021,12,6,0.004223808807636395,0.21276751328498444,4965668.127162442,False,"(0.01, 0.3)"
2.4057312612825164,46313.298565364144,56070.72203400978,10.917161816401933,11.734175270722384,-1.2766025419724172,-38448.37705915393,93400,ANL_021,18,6,0.0030278664612871653,0.1934685275066251,7598713.485441926,False,"(0.005, 0.1)"
1.765773559694572,3284.338821031904,3688.8650001014503,5.699654452846573,5.652912069897739,0.4785412198935689,1307.079506667303,93400,ANL_022,6,6,0.0014154988160908774,0.04753146840168789,26219199.999979693,False,"(0.05, 0.5)"
7.7058976234936525,12147.384366234806,13452.67769537953,17.958571084750822,20.085358812305902,-4.990229201771152,-12147.384366234806,93400,ANL_022,9,6,0.02308467008834492,0.08389618012618569,1575736.4623732085,False,"(0.05, 0.5)"
1.7408096778524929,5057.052114161492,5888.4221036354365,6.828712809461794,7.152582105316875,-0.9372765900726019,-5057.052114161492,93400,ANL_022,12,6,0.009935412435443656,0.06144904624176827,3690712.771956294,False,"(0.001, 0.05)"
0.8565694952353293,3215.3603393498415,3661.5237317449887,3.5545566044215264,3.6260321177003925,0.5327390215151538,-2300.0387892086314,93400,ANL_022,18,6,0.006094131947204285,0.05665658256198105,5984622.011353016,False,"(0.01, 0.1)"
0.5385494442597502,3522.651914903026,5058.3788055784225,3.073635718662973,3.1545575151319243,0.7001336415989922,-2711.7384915092116,93400,ANL_023,6,6,0.0014687091138402934,0.03731371491898346,50828299.99999999,False,"(0.005, 0.1)"
1.2262810952028176,6565.508983715886,7479.744689682816,5.221771422652824,5.3324171760355785,0.5125450998405285,-3204.881821124516,93400,ANL_023,9,6,0.0009170900661476419,0.038613344319769184,81007399.99997753,False,"(0.05, 0.5)"
1.192078177372424,6992.730588466639,7401.6743561320645,5.08382977777711,5.1166048644617215,0.5211826961425896,-2499.4297094774106,93400,ANL_023,12,6,0.0006342714089600203,0.04136695000087388,115164499.99992844,False,"(0.05, 0.5)"
0.9192285957432784,6841.926582657897,7823.26095731478,4.109394336598735,4.029761451927287,0.608476276524395,4553.284367890029,93400,ANL_023,18,6,0.0003663953793843165,0.042008389058353184,198596899.99275947,False,"(0.05, 0.5)"
0.4306434339083661,1497.1749623258256,1917.7211663442113,2.7307001379130247,2.669297332928688,0.9678142851718736,1497.1749623258256,93400,ANL_024,6,6,0.0010568270834397356,0.12561320239752252,15956199.999981744,False,"(0.02, 0.2)"
0.9140070788303156,3658.0848312486305,6182.133520172747,4.549697086522825,4.3043819938215915,0.7392669065678474,2968.4388835646837,93400,ANL_024,9,6,0.0005848975816382465,0.12025079261797322,29264795.180948023,False,"(0.01, 0.3)"
2.0182705540704124,9616.3252735804,10971.139134187004,9.50510930409641,8.978702561038169,0.5075774702231721,8930.505465847622,93400,ANL_024,12,6,0.0006564289158687494,0.11976210430940482,26157624.083638206,False,"(0.05, 0.2)"
0.7742327496942862,5194.509690110659,6231.056065771502,3.5169959730161633,3.5170701360377525,0.884210846591354,-23.949435753126938,93400,ANL_024,18,6,0.0028472221109245755,0.12599338355983883,6022705.257972016,False,"(0.02, 0.2)"
6.50137738121634,7087.801621002054,8583.703710367106,32.422225686150014,41.23904776390473,-2.2792680057085675,-7087.801621002054,93400,ANL_025,6,6,0.022206330917772597,0.22538482489586695,188201.390786622,False,"(0.005, 0.1)"
1.8340023951128366,2888.0952717039395,3722.2846022063477,9.481536437029664,8.922926378495081,0.37815032639014357,2463.4995873225157,93400,ANL_025,9,6,0.00048431179986092973,0.15227052234486696,9265599.999999998,False,"(0.01, 0.1)"
0.9744011931337303,1853.133905487058,2178.2479809578476,5.346752542266315,5.155841519486259,0.8853037550163031,1853.133905487058,93400,ANL_025,12,6,0.0034416044844147865,0.17039094448741124,1241285.3792786873,False,"(0.01, 0.3)"
2.3859845768988137,5742.784172527575,7501.279196469088,8.730544599114824,9.391890619195513,-0.017664488907384035,-5742.784172527575,93400,ANL_025,18,6,0.003306021794201292,0.15767251573812094,1403255.222634882,False,"(0.005, 0.1)"
1.3612035958134527,9314.443965432294,11426.571146154425,8.195898541360828,7.76376318215304,0.7684584848953657,9314.443965432294,93400,ANL_026,6,6,0.0009490046282139864,0.15309789672407492,28616699.999999452,False,"(0.01, 0.1)"
0.697215623560978,5814.778300498557,6972.783355936802,3.9686451222027084,3.8860095774748276,0.9438270956112449,4200.340853481997,93400,ANL_026,9,6,0.0027208291921823288,0.1500819305203286,10202349.87173698,False,"(0.005, 0.1)"
0.750369306222953,7354.91529342296,10239.724356671908,3.4391994587794112,3.341456959960391,0.9067205894551615,5176.19058285072,93400,ANL_026,12,6,0.0027991684418622134,0.14852831101493513,9980670.195574723,False,"(0.01, 0.3)"
