run_id,drug_id,drug_name,uploaded_at,selected_model,scenario,forecast_month,forecast_rx,type,bass_p,bass_q,bass_m,calibration_factor,blend_weight_analog,blend_weight_bass,market_size_multiplier,market_size_adjustment_pct,peak_penetration,adoption_speed_multiplier,competition_factor,payer_access_factor,promotion_factor,competitive_entry_flag,payer_access_trend,promotional_spend_trend
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,1,738.7,known,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,2,1180.5,known,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,3,1735.8,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,4,2059.8,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,5,2294.5,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,6,2340.5,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,7,2202.8,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,8,1930.5,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,9,1598.5,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,10,1270.9,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,11,954.7,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bull,12,716.9,forecast,0.05630633737037756,0.4347569450423195,15359.323166338465,0.78588543635775,0.4999986181292487,0.5000013818707514,1.15,,0.2875,1.1,0.9,1.05,1.05,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,1,738.7,known,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,2,1180.5,known,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,3,1406.7,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,4,1685.5,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,5,1918.2,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,6,2009.5,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,7,1941.5,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,8,1738.7,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,9,1462.3,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,10,1173.9,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,11,887.7,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,base,12,668.0,forecast,0.05118757942761596,0.3952335864021086,13355.933188120405,0.683378640311087,0.4999986181292487,0.5000013818707514,1.0,,0.25,1.0,0.9,1.0,1.0,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bear,1,738.7,known,0.04606882148485437,0.35571022776189776,11352.543209902344,0.580871844264424,0.4999986181292487,0.5000013818707514,0.85,,0.2125,0.9,0.81,0.95,0.95,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bear,2,1180.5,known,0.04606882148485437,0.35571022776189776,11352.543209902344,0.580871844264424,0.4999986181292487,0.5000013818707514,0.85,,0.2125,0.9,0.81,0.95,0.95,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bear,3,1112.1,forecast,0.04606882148485437,0.35571022776189776,11352.543209902344,0.580871844264424,0.4999986181292487,0.5000013818707514,0.85,,0.2125,0.9,0.81,0.95,0.95,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bear,4,1340.7,forecast,0.04606882148485437,0.35571022776189776,11352.543209902344,0.580871844264424,0.4999986181292487,0.5000013818707514,0.85,,0.2125,0.9,0.81,0.95,0.95,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bear,5,1551.1,forecast,0.04606882148485437,0.35571022776189776,11352.543209902344,0.580871844264424,0.4999986181292487,0.5000013818707514,0.85,,0.2125,0.9,0.81,0.95,0.95,,,
bf3dc5a215c7,NEWDRUG_001,Zorvatide,2026-08-19T13:50:03+00:00,analog_bass_static,bear,6,1662.0,forecast,0.04606882148485437,0.35571022776189776,11352.543209902344,0.580871844264424,0.4999986181292487,0.5000013818707514,0.85,,0.2125,0.9,0.81,0.95,0.95,,,
